lon,lat,next_t_ecl,next_t_ecl2
-71,46,1712604631.4905152,2024-04-08
-70,46,1712604695.411995,2024-04-08
-69,46,1712604758.048147,2024-04-08
-68,46,1712604819.9523375,2024-04-08
-67,46,1712604880.4979353,2024-04-08
-66,46,1712604939.8474426,2024-04-08
-125,47,3613431135.941805,2084-07-03
-124,47,3613431117.0888796,2084-07-03
-123,47,3613431097.259577,2084-07-03
-122,47,3613431076.4637527,2084-07-03
-121,47,3613431054.7199965,2084-07-03
-120,47,3613431032.0442796,2084-07-03
-119,47,13436486930.706646,2395-10-14
-118,47,12584308883.464748,2368-10-12
-117,47,12584308964.805607,2368-10-12
-116,47,7057827113.45378,2193-08-26
-115,47,7057827202.005664,2193-08-26
-114,47,12584309219.35341,2368-10-12
-113,47,12584309307.63549,2368-10-12
-112,47,13482443369.029087,2397-03-29
-111,47,13482443444.73087,2397-03-29
-110,47,2355529574.4683414,2044-08-23
-109,47,2355529560.8309584,2044-08-23
-108,47,2355529546.284668,2044-08-23
-107,47,2355529530.8400526,2044-08-23
-106,47,2355529514.5078135,2044-08-23
-105,47,2355529497.298291,2044-08-23
-104,47,2355529479.2187676,2044-08-23
-103,47,2355529460.218951,2044-08-23
-102,47,4108407478.998131,2100-03-11
-101,47,4093083472.2127004,2099-09-14
-100,47,4093083527.039561,2099-09-14
-99,47,4093083582.9168677,2099-09-14
-98,47,4093083639.8188725,2099-09-14
-97,47,4093083697.7144346,2099-09-14
-96,47,4093083756.578489,2099-09-14
-95,47,4093083816.3809404,2099-09-14
-94,47,7672802499.944271,2213-02-21
-93,47,7672802542.995416,2213-02-21
-92,47,7672802587.899698,2213-02-21
-91,47,7672802634.81781,2213-02-21
-90,47,4302355387.597511,2106-05-03
-89,47,4302355490.269134,2106-05-03
-88,47,2761261120.223875,2057-07-02
-87,47,2475488055.062896,2048-06-11
-86,47,2475488047.574745,2048-06-11
-85,47,2475488041.3975105,2048-06-11
-84,47,2475488036.561166,2048-06-11
-83,47,2475488033.0851436,2048-06-11
-82,47,2475488031.006418,2048-06-11
-81,47,2475488030.3513823,2048-06-11
-80,47,2475488031.14993,2048-06-11
-79,47,4302356479.081231,2106-05-03
-78,47,4302356572.195793,2106-05-03
-77,47,4302356663.939533,2106-05-03
-76,47,4302356754.243609,2106-05-03
-75,47,4302356843.043329,2106-05-03
-74,47,18348045774.15336,2551-06-05
-73,47,7432957621.623002,2205-07-17
-72,47,7432957702.182091,2205-07-17
-71,47,3899185244.0606074,2093-07-23
-70,47,3899185248.6921253,2093-07-23
-69,47,3899185254.9186854,2093-07-23
-68,47,1712604817.955406,2024-04-08
-67,47,1712604876.7088592,2024-04-08
-66,47,1712604934.2995749,2024-04-08
-125,48,3613431034.6686068,2084-07-03
-124,48,3613431016.7367787,2084-07-03
-123,48,3613430997.826481,2084-07-03
-122,48,3613430977.954088,2084-07-03
-121,48,12584308676.938892,2368-10-12
-120,48,12584308751.106062,2368-10-12
-119,48,12584308827.03846,2368-10-12
-118,48,12584308904.804241,2368-10-12
-117,48,7057826950.158226,2193-08-26
-116,48,12584309065.274986,2368-10-12
-115,48,12584309148.106724,2368-10-12
-114,48,16237934867.528942,2484-07-23
-113,48,16237934865.759247,2484-07-23
-112,48,2355529497.9589596,2044-08-23
-111,48,2355529486.8624597,2044-08-23
-110,48,2355529474.843857,2044-08-23
-109,48,2355529461.913329,2044-08-23
-108,48,2355529448.0801315,2044-08-23
-107,48,2355529433.312358,2044-08-23
-106,48,2355529417.7291794,2044-08-23
-105,48,2355529401.27942,2044-08-23
-104,48,2355529383.9471054,2044-08-23
-103,48,2355529365.7646255,2044-08-23
-102,48,2355529346.7434855,2044-08-23
-101,48,4093083474.8668804,2099-09-14
-100,48,4093083528.020485,2099-09-14
-99,48,4093083582.3015018,2099-09-14
-98,48,4093083637.584244,2099-09-14
-97,48,4108407475.7057323,2100-03-11
-96,48,4108407478.150338,2100-03-11
-95,48,7672802586.037186,2213-02-21
-94,48,7672802627.289627,2213-02-21
-93,48,7672802670.339887,2213-02-21
-92,48,5516787101.17528,2144-10-26
-91,48,5516787188.906447,2144-10-26
-90,48,2761261077.824226,2057-07-02
-89,48,2761261056.525086,2057-07-02
-88,48,2761261034.2324686,2057-07-02
-87,48,2761261010.965888,2057-07-02
-86,48,2761260986.700238,2057-07-02
-85,48,2475488138.797465,2048-06-11
-84,48,2475488134.737982,2048-06-11
-83,48,2475488132.0329876,2048-06-11
-82,48,2475488130.711611,2048-06-11
-81,48,2475488130.7980313,2048-06-11
-80,48,2475488132.3254423,2048-06-11
-79,48,2475488135.3222075,2048-06-11
-78,48,2475488139.818582,2048-06-11
-77,48,4302356638.202799,2106-05-03
-76,48,4302356725.846056,2106-05-03
-75,48,4302356812.05613,2106-05-03
-74,48,4302356896.775486,2106-05-03
-73,48,4302356979.950412,2106-05-03
-72,48,4302357061.5312605,2106-05-03
-71,48,4302357141.472247,2106-05-03
-70,48,4302357219.731529,2106-05-03
-69,48,4302357296.271287,2106-05-03
-68,48,3899185357.263574,2093-07-23
-67,48,3899185367.265652,2093-07-23
-66,48,3899185378.937325,2093-07-23
-125,49,3613430932.1203394,2084-07-03
-124,49,3613430915.102528,2084-07-03
-123,49,3613430897.109425,2084-07-03
-122,49,4468154775.4367485,2111-08-04
-121,49,4468154876.246019,2111-08-04
-120,49,4468154978.912732,2111-08-04
-119,49,4468155083.356583,2111-08-04
-118,49,4468155189.490749,2111-08-04
-117,49,4468155297.222251,2111-08-04
-116,49,4468155406.451954,2111-08-04
-115,49,4468155517.075132,2111-08-04
-114,49,2355529414.1754675,2044-08-23
-113,49,2355529405.616069,2044-08-23
-112,49,2355529396.1234226,2044-08-23
-111,49,2355529385.707104,2044-08-23
-110,49,2355529374.367073,2044-08-23
-109,49,2355529362.103048,2044-08-23
-108,49,2355529349.017623,2044-08-23
-107,49,2355529335.0089684,2044-08-23
-106,49,2355529320.1264095,2044-08-23
-105,49,2355529304.380971,2044-08-23
-104,49,2355529287.7829523,2044-08-23
-103,49,2355529270.342693,2044-08-23
-102,49,2355529252.070573,2044-08-23
-101,49,4093083479.7311873,2099-09-14
-100,49,7672802533.52349,2213-02-21
-99,49,7672802566.038823,2213-02-21
-98,49,7672802600.288164,2213-02-21
-97,49,7672802636.278072,2213-02-21
-96,49,7672802674.013413,2213-02-21
-95,49,7672802713.497207,2213-02-21
-94,49,5516786933.945931,2144-10-26
-93,49,5516787017.395409,2144-10-26
-92,49,2761261026.3400955,2057-07-02
-91,49,2761261007.98236,2057-07-02
-90,49,2761260988.5954604,2057-07-02
-89,49,2761260968.1994734,2057-07-02
-88,49,2761260946.7836976,2057-07-02
-87,49,2761260924.4585323,2057-07-02
-86,49,2761260901.1517987,2057-07-02
-85,49,2761260876.91226,2057-07-02
-84,49,2761260851.758182,2057-07-02
-83,49,2475488232.2385597,2048-06-11
-82,49,2475488231.653529,2048-06-11
-81,49,2475488232.4646697,2048-06-11
-80,49,2475488234.7006264,2048-06-11
-79,49,2475488238.3884354,2048-06-11
-78,49,2475488243.559037,2048-06-11
-77,49,2475488250.2418814,2048-06-11
-76,49,2475488258.4674654,2048-06-11
-75,49,15143402550.32925,2449-11-15
-74,49,10471653099.829151,2301-11-01
-73,49,10471653186.30766,2301-11-01
-72,49,15143402710.518847,2449-11-15
-71,49,9379718268.684513,2267-03-26
-70,49,9379718315.332018,2267-03-26
-69,49,9379718363.258049,2267-03-26
-68,49,9379718412.4468,2267-03-26
-67,49,9379718462.881691,2267-03-26
-66,49,9379718514.54502,2267-03-26
-125,50,3613430828.3229547,2084-07-03
-124,50,4468154629.466549,2111-08-04
-123,50,4468154723.324458,2111-08-04
-122,50,4468154819.066848,2111-08-04
-121,50,4468154916.629385,2111-08-04
-120,50,4468155015.941982,2111-08-04
-119,50,4468155116.92872,2111-08-04
-118,50,4468155219.507967,2111-08-04
-117,50,4468155323.592657,2111-08-04
-116,50,2355529323.259686,2044-08-23
-115,50,2355529317.224354,2044-08-23
-114,50,2355529310.2468414,2044-08-23
-113,50,2355529302.3363233,2044-08-23
-112,50,2355529293.4874477,2044-08-23
-111,50,2355529283.741172,2044-08-23
-110,50,2355529273.103812,2044-08-23
-109,50,2355529261.558351,2044-08-23
-108,50,2355529249.128002,2044-08-23
-107,50,2355529235.822904,2044-08-23
-106,50,2355529221.653075,2044-08-23
-105,50,2355529206.628413,2044-08-23
-104,50,7672802546.87043,2213-02-21
-103,50,7672802572.850454,2213-02-21
-102,50,7672802600.48583,2213-02-21
-101,50,7672802629.787381,2213-02-21
-100,50,7672802660.764522,2213-02-21
-99,50,7672802693.425539,2213-02-21
-98,50,7672802727.776993,2213-02-21
-97,50,6488853892.950516,2175-08-16
-96,50,5516786781.09152,2144-10-26
-95,50,5516786860.243495,2144-10-26
-94,50,2761260965.6980186,2057-07-02
-93,50,2761260950.338778,2057-07-02
-92,50,2761260933.91525,2057-07-02
-91,50,2761260916.4480343,2057-07-02
-90,50,2761260897.941677,2057-07-02
-89,50,2761260878.4625235,2057-07-02
-88,50,2761260857.9834146,2057-07-02
-87,50,2761260836.538671,2057-07-02
-86,50,2761260814.1469193,2057-07-02
-85,50,6774623637.786153,2184-09-04
-84,50,6774623629.728462,2184-09-04
-83,50,6774623620.54034,2184-09-04
-82,50,6774623610.096623,2184-09-04
-81,50,2475488335.3084893,2048-06-11
-80,50,2475488338.229093,2048-06-11
-79,50,2475488342.584893,2048-06-11
-78,50,2475488348.404254,2048-06-11
-77,50,2475488355.71558,2048-06-11
-76,50,2475488364.5482826,2048-06-11
-75,50,2475488374.9326153,2048-06-11
-74,50,2475488386.898875,2048-06-11
-73,50,15143402540.372997,2449-11-15
-72,50,15143402591.374168,2449-11-15
-71,50,9379718398.978235,2267-03-26
-70,50,9379718445.354769,2267-03-26
-69,50,9379718492.976036,2267-03-26
-68,50,9379718541.826706,2267-03-26
-67,50,9379718591.89109,2267-03-26
-66,50,9379718643.1496315,2267-03-26
